"ticker","cik","company","catalyst_type","catalyst_date","date_precision","drug","indication","source","source_url","snippet","confidence","redistribute","retrieved_at","conference","pres_type","date_basis","sources","urls","category","market_cap","price","wk52_high","wk52_low","wk52_pos","avg_volume","cash","cash_runway_months","runway_label","runway_source","runway_end","runway_guidance_url","dilution_risk","change_status","change_type","change_detail","last_checked","data_flags","formerly","outcome","outcome_date","outcome_source","qa_flag"
"SABS","0001833214","SAB Biotherapeutics, Inc.","PhaseReadout","2026-H2","half","SAB-142","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1833214/000095017025009474/sabs-ex99_2.htm","Phase 2B (SAFEGUARD) study Potential registrational Phase 2b Study in Stage 3 T1D patients Primary endpoint being C-peptide along with Time-In-Range (TIR) as the leading clinical end point Global study expected to initiate mid 2025 Interim data expected mid 2026 SAB-142-101 data provided by SAB SAB-142: Multicenter Global Phase 2b in Stage 3 Type 1 Diabetes Patients SAFEGUARD study: SAFety and Efficacy of human anti-thymocyte immunoGlobUlin SAB-142 ARresting progression of type 1 Diabetes United K","0.5","True","2026-07-24T11:46:44Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1833214/000095017025009474/sabs-ex99_2.htm","readout","273741457","3.58","5.15","1.85","52.4","892587.0","107391581","25.1","~25 mo (estimated)","estimated","2028-08-25","","","moved","date_slip","2027-H2 -> 2026-H2","2026-07-24T12:34:14Z","mcap corrected: FMP 10M -> SEC 76M sh (2026-05-06)","","","","",""
"NGNE","0001404644","Neurogene Inc.","PhaseReadout","2026-H2","half","NGN-401","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1404644/000140464426000044/ngne_prxemboldendosingcomp.htm","et by dosing a total of 25 participants with NGN-401 in registrational trial due to strong demand from Rett syndrome community NGN-401 has been generally well-tolerated, with no cases of HLH at the 1E15 vg dose additional interim Phase 1 2 data expected mid-2026 Topline data from Embolden anticipated in 2H 2027 NEW YORK June 8, 2026 Neurogene Inc. (Nasdaq NGNE), a clinical-stage company founded to bring life-changing genetic medicines to patients and families affected by rare neurological diseases","0.5","True","2026-07-24T11:46:10Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1404644/000140464426000044/ngne_prxemboldendosingcomp.htm","readout","562088736","35.57","43.66","15.93","70.8","155473.0","243182000","35.6","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1404644/000140464426000037/ngne-20260331.htm","","moved","date_slip","2027-H2 -> 2026-H2","2026-07-24T12:34:14Z","","","","","",""
"ATAI","0002081043","AtaiBeckley Inc.","PhaseReadout","2026-Q4","quarter","BPL-003","","sec_edgar","https://www.sec.gov/Archives/edgar/data/2081043/000114036126008178/ef20066741_ex99-1.htm","ction-1 and 2 anticipated by early 2029. First patient dosed in the Part 4 cohort of the open-label Phase 2a study, evaluating a two-dose induction regimen (8 mg + 8 mg) of BPL-003 in TRD patients receiving defined antidepressants. Initial data expected in Q4 2026 . VLS-01: dimethyltryptamine (DMT) buccal film for TRD VLS-01 is an investigational proprietary oral transmucosal film formulation of DMT applied to the buccal surface, designed to fit within the established two-hour interventional psychia","0.5","True","2026-07-24T11:45:51Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/2081043/000114036126008178/ef20066741_ex99-1.htm","readout","2639757390","7.17","7.22","3.06","98.8","9037998.0","230767000","26.0","into 2029","company-guided","2029-12-15","https://www.sec.gov/Archives/edgar/data/2081043/000119312526219412/atai-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"KPTI","0001503802","Karyopharm Therapeutics Inc.","PhaseReadout","2026-H2","half","EC-042","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1503802/000119312526222808/kpti-ex99_1.htm","2 kpti-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Karyopharm Reports First Quarter 2026 Financial Results and Completion of Phase 3 Endometrial Cancer Trial Enrollment Completed Enrollment of Phase 3 XPORT-EC-042 Trial in Endometrial Cancer; Topline Data Expected Mid-2026 Phase 3 SENTRY Results Selected for Late-Breaking Oral Presentation at ASCO on June 2 Total Revenue was $35.1 Million and U.S. XPOVIO (selinexor) Net Product Revenue was $29.2 Million for the First Quarter of 2026 Company Reaffirms Full-Ye","0.5","True","2026-07-24T11:45:53Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1503802/000119312526222808/kpti-ex99_1.htm","readout","160680266","7.09","10.99","3.65","46.9","680124.0","90850000","18.4","into 2026","company-guided","2026-12-15","https://www.sec.gov/Archives/edgar/data/1503802/000095017025106236/kpti-ex99_1.htm","ELEVATED — thin runway around catalyst","","","","2026-07-24T12:34:14Z","","","","","",""
"NVCR","0001645113","NovoCure Ltd","PDUFA","2026-Q4","quarter","","","fmp_news","https://seekingalpha.com/article/4921244-novocure-buy-trident-setback-and-ttfields-fda-decision-q4-2026","NovoCure: 'Buy' TRIDENT Setback And TTFields FDA Decision Q4 2026 . NovoCure Limited is downgra","0.5","True","2026-07-24T12:02:23Z","","","","fmp_news","https://seekingalpha.com/article/4921244-novocure-buy-trident-setback-and-ttfields-fda-decision-q4-2026","drug","2315260591","19.99","20.55","9.82","94.8","8941401.0","440559000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"CNTB","0001835268","Connect Biopharma Holdings Ltd","PhaseReadout","2026-H1","half","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1835268/000183526825000033/cntbq12025earningsrelease.htm","irst Quarter 2025 Financial Results and Provides Business Update Initiated Phase 2 Seabreeze STAT Asthma and Seabreeze STAT COPD studies evaluating rademikibart as an adjunct treatment for acute exacerbations in Asthma and COPD in May 2025 topline data expected in 1H 2026 Published positive data from its global Phase 2 study supporting potential of rademikibart as a novel biologic treatment for patients with asthma and Type 2 inflammation Strong balance sheet with cash runway into 2027 through key clinical","0.5","True","2026-07-24T11:46:20Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1835268/000183526825000033/cntbq12025earningsrelease.htm","readout","138520477","2.2","3.82","1.23","37.5","236492.0","44342000","11.2","into 2H 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1835268/000183526826000019/cntbq12026earningsrelease.htm","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"CELC","0001603454","Celcuity Inc.","PhaseReadout","2026-Q2","quarter","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1603454/000149315225018565/ex99-2.htm","A mutant cohort of the VIKTORIA-1 study is 100% enrolled, said Brian Sullivan, CEO and co-founder of Celcuity. Based on our current forecast of reaching the event threshold that will trigger primary analysis in the PIK3CA mutant cohort, we expect to report topline data sometime in late Q1 2026 or during Q2 2026. Updated Analysis of Data from the Phase 1b Trial In a presentation of results from the PIK3CA wild-type ( WT ) cohort of the VIKTORIA-1 study at the European Society for Medical Oncology ( ESMO ) Congress, additional data from a Phase 1b","0.5","True","2026-07-24T11:46:07Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1603454/000149315225018565/ex99-2.htm","readout","4308013882","88.34","151.02","13.59","54.4","1751721.0","145191000","10.1","into 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1603454/000149315225021903/ex99-1.htm","ELEVATED — under 12 months","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"OCUL","0001393434","OCULAR THERAPEUTIX, INC","PhaseReadout","2027-H1","half","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1393434/000110465925073909/tm2522503d1_ex99-1.htm","cial Results and Business Highlights Outstanding patient retention and clinical execution in complementary AXPAXLI SOL trials for wet AMD SOL-1 remains on track for 1Q 2026 topline data SOL-R rescue criteria streamlined and simplified with topline data expected in 1H 2027 Planning to incorporate single long-term extension study for both SOL trials Ocular to host Investor Day on Tuesday, September 30, 2025, in New York City Raised gross proceeds of approximately $97 million in June 2025 through existing ATM","0.5","True","2026-07-24T11:44:31Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1393434/000110465925073909/tm2522503d1_ex99-1.htm","readout","1887438286","8.62","16.44","6.23","23.4","1811774.0","666699000","35.4","~35 mo (estimated)","estimated","2029-07-04","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"HRMY","0001802665","Harmony Biosciences Holdings, Inc.","PhaseReadout","2027-H1","half","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1802665/000110465926002731/hrmy-20260112xex99d2.htm","iosciences | J.P. Morgan Healthcare Conference | All rights reserved. ESTABLISHED 5-HT2 (SEROTONIN) AGONIST MECHANISM OF ACTION MoA validated via the zebrafish model ONGOING PHASE 3 TRIAL IN LENNOX-GASTAUT SYNDROME (LGS) (LIGHTHOUSE Study) Topline data anticipated 1H 2027 SAFETY: POTENTIAL TO OFFER A UNIQUE RISK/BENEFIT PROPOSITION No additional laboratory or special safety monitoring BID DOSING REGIMEN Convenient for patients and caregivers 1H 2027 Anticipate Topline Data from Ongoing Global Phase 3 Trial","0.5","True","2026-07-24T11:44:36Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1802665/000110465926002731/hrmy-20260112xex99d2.htm","readout","2072557801","35.8","40.87","25.52","67.0","782575.0","640918000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ALXO","0001810182","ALX ONCOLOGY HOLDINGS INC","PhaseReadout","2027-H2","half","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1810182/000119312526079342/alxo-ex99_1.htm","ab combination trial accepted for poster presentation at ESMO Breast Cancer 2026 Annual Congress - - Phase 2 ASPEN-09 breast cancer trial is currently enrolling patients and will evaluate evorpacept efficacy by CD47 expression levels, with topline data anticipated mid-2027 - - Phase 1 trial evaluating ALX2004 continues to enroll patients in the third dose cohort; safety data from dose-escalation phase expected in 2H 2026 - - Company completed a $150 million registered offering of common stock and pre-funded","0.5","True","2026-07-24T11:45:24Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1810182/000119312526079342/alxo-ex99_1.htm","readout","271817092","2.02","2.66","0.508","70.3","428193.0","140324000","21.6","into 1H 2028","company-guided","2028-06-15","https://www.sec.gov/Archives/edgar/data/1810182/000119312526213399/alxo-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ARGX","0001697862","ARGENX SE","PhaseReadout","2026-H1","half","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1697862/000169786225000059/a02earningspressreleaseq3.htm","tor antibody negative (AChR-Ab seronegative) gMG subtypes (MuSK+, LRP4+, triple seronegative) on track for filing with U.S. Food and Drug Administration (FDA) by year-end 2025 Pursuing label expansion through ongoing registrational studies Topline results expected in first half of 2026 for ocular MG (ADAPT OCULUS) Topline results expected in the second half of 2026 for primary ITP (ADVANCE-NEXT) Expanded partnership with FUJIFILM to include new manufacturing site in North Carolina, strengthening global supply chain and s","0.5","True","2026-07-24T11:48:23Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1697862/000169786225000059/a02earningspressreleaseq3.htm","readout","57498812142","924.6","953.58","587.37","92.1","607666.0","4440039000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"EYPT","0001314102","EyePoint, Inc.","PhaseReadout","2026-H2","half","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1314102/000095017025103527/eypt-ex99_1.htm","hase 3 trials experienced unprecedented enrollment exceeding observed recruitment rates of comparable historical and ongoing wet AMD clinical trials o The oversubscribed LUGANO trial randomized 432 patients in the U.S. in seven months with topline data anticipated in mid-2026. o LUCIA randomized over 400 patients in the U.S. and in ex-U.S. sites over a seven-month period, with topline data anticipated in the second half of 2026. o Enrolled the first ex-U.S. patient in the LUCIA trial in Israel with patient part","0.5","True","2026-07-24T11:45:17Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1314102/000095017025103527/eypt-ex99_1.htm","readout","1045500986","12.47","19.11","9.4","31.6","1284701.0","222545000","10.0","into late 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1314102/000119312526211870/eypt-20260331.htm","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"CNTB","0001835268","Connect Biopharma Holdings Ltd","PhaseReadout","2026-H2","half","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1835268/000183526826000006/exhibit991-phase1ivstudypr.htm","que beneficial effect on bronchodilation - Mean FEV 1 improvements of 200 - 400 mL were maintained through Day 29 in asthma and COPD patients Recruitment ongoing for Phase 2 Seabreeze STAT studies for acute exacerbations in asthma and COPD expect to report topline data for both studies in mid-2026 Company to host conference call and webcast today, March 30, 2026 at 8 00 a.m. ET SAN DIEGO, March 30, 2026, (GLOBE NEWSWIRE) -- Connect Biopharma Holdings Limited (Nasdaq CNTB) (Connect Biopharma, Connect or the Company), a clinical-stage","0.5","True","2026-07-24T11:46:43Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1835268/000183526826000006/exhibit991-phase1ivstudypr.htm","readout","138520477","2.2","3.82","1.23","37.5","236492.0","44342000","11.2","into 2H 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1835268/000183526826000019/cntbq12026earningsrelease.htm","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"INSM","0001104506","INSMED Inc","PhaseReadout","2026-Q1","quarter","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1104506/000114036125000711/ef20041296_ex99-1.htm","se 2 Study of TPIP in Patients with PAH Completed in December 2024; Expected Timing for Topline Data Moved Forward to Mid-2025 Phase 3 ENCORE Trial for ARIKAYCE in Patients with Newly Diagnosed or Recurrent MAC Lung Disease Fully Enrolled; Topline Data Anticipated in First Quarter of 2026 IND Cleared for Insmed s First Gene Therapy (INS1201) for Patients with DMD; First Patient Dosing Anticipated in the First Half of 2025 BRIDGEWATER, N.J., January 10, 2025 /PRNewswire/ Insmed Incorporated (Nasdaq: INSM), a people-first glo","0.5","True","2026-07-24T11:47:20Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1104506/000114036125000711/ef20041296_ex99-1.htm","readout","23281332320","107.41","212.75","90.39","13.9","1752913.0","1223514000","16.4","~16 mo (estimated)","estimated","2027-12-04","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"PRAX","0001689548","Praxis Precision Medicines","PhaseReadout","2026-Q4","quarter","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","-modifying improvements in patients with early-seizure onset SCN2A-DEE Topline results from the POWER1 study of vormatrigine in focal onset seizures expected in Q2 2026 Recruiting completed for relutrigine EMERALD study in broad DEEs, with topline results expected in Q4 2026 Cash and investments of approximately $1.4 billion as of March 31, 2026 maintains runway into 2028 Conference call today, May 7, 2026 at 8 30am BOSTON, May 7, 2026 Praxis Precision Medicines, Inc. (NASDAQ PRAX), a fully integrated, leading","0.5","True","2026-07-24T11:48:30Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","readout","8988116738","322.4","366.52","37.19","86.6","325369.0","786865000","33.4","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 21M -> SEC 28M sh (2026-05-04)","","","","","blank_drug"
